,source_text,true_list,false_list,status
84,MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach: http://t.co/KId3U6zhCK,"[""true information: This news has been reported by a credible source, which has a history of providing accurate information. Additionally, the official statement from the authorities confirms the situation. It's important that we take this news seriously and stay informed about the situation as it unfolds. The safety of the hostages and the authorities trying to resolve the situation is at stake, and we need to trust the information being presented to us.""]","[""misinformation: Well, the news source seems credible but we have to be careful about interpreting the information that is being presented. It's possible that the information is being sensationalized for the sake of clicks and views. Moreover, we don't know if this is the full story. It's important to wait for more information before making any conclusions.""]",unverified
85,MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters. http://t.co/IHV4galEtC,"[""true information: The police have stated that they believe three gunmen were involved in the shootings in Ottawa this morning. This information is coming from a credible source and should not be taken lightly. It is important that we pay attention to this news and take necessary precautions to ensure our safety and the safety of those around us. Let's stay informed and keep an eye out for any updates from the authorities.""]","['misinformation: 1. The news is misinformation because it presents a theory as a fact. The police ""believe"" that three gunmen were involved, but this hasn\'t been confirmed yet. \n2. Moreover, the source of the news may not be credible enough. It is important to check the reputation of a news agency before trusting them blindly. \n3. If we spread this information without verifying it, we might create unnecessary panic and chaos. \n4. Therefore, it is essential to wait for the official statement from the authorities before jumping to conclusions.']",false
86,Mike Pence Disappointed God Has Never Asked Him To Kill One Of Own Children https://t.co/Z4Ge5uHuVI https://t.co/4TwownT2KB,"['true information: The source of this news, The Onion, is a well-known satirical news outlet that has been around for over 30 years. The article is written in a satirical tone, using exaggeration and humor to make a point. However, the fact that it is satirical does not necessarily mean that it is false. In this case, the article is making a commentary on the extreme and concerning views of Mike Pence. While the headline may be shocking, it is not entirely out of character for Pence, who has a history of extreme and controversial statements.']","['misinformation: I find it difficult to believe that Mike Pence, a devout Christian, would make such a statement about killing his own children. It goes against the teachings of the Bible and his public persona as a family man. Additionally, the credibility of the source is questionable since the article is from a satirical news website. We should be careful not to fall for fake news and spread misinformation.']",false
87,"Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop.
Where's Al, Jesse?
#tcot #ferguson","[""true information: It's important to acknowledge the reality of the situation and the statistics presented in this news. The information is backed by data and credible sources, making it a reliable representation of what's happening. While it's understandable to feel emotional about the topic, relying on logical reasoning and evidence is necessary to address the issue effectively. It's crucial to recognize the problem and work towards finding solutions to reduce violence within the community.""]","[""misinformation: I understand that the information presented may be concerning to you. However, it is important to consider the context and accuracy of the data. The source of this information may have a biased agenda and only be presenting a small portion of the entire picture. It's important to fact-check and research multiple sources before drawing any conclusions.""]",unverified
88,New link: #Ferguson police release video they say shows a robbery involving #MichaelBrown: http://t.co/GMDuU33oed http://t.co/RaAWvjcWNu,"[""true information: The video released by the Ferguson police clearly shows a man who looks like Michael Brown stealing from a convenience store. This supports the police's claim that Brown was involved in a robbery before he was shot. The video seems to be authentic and has been verified by news sources. It's important to consider all the evidence before making a judgement, and this new information should be taken into account.""]","[""misinformation: This news link is spreading misinformation as it is only providing one side of the story and not mentioning any of the context behind the incident. Moreover, the credibility of the source is also questionable as they may have their own agenda to push. It's important to gather information from multiple sources and analyze it critically before forming an opinion. Otherwise, we may end up spreading false information and causing more harm than good.""]",unverified
89,"Oh. So NOW the #Ferguson police chief says the cop didn't know about the robbery when he stopped #MikeBrown. The kid was ""jaywalking""? BS!","[""true information: It's understandable to feel frustrated and angry about this news. However, we have to consider that the police chief's statement is backed by evidence and investigation. It's important to trust credible sources and not jump to conclusions based on emotions alone. Let's continue to follow the story and gather all the facts before making judgments.""]","['misinformation: The news you shared might have been sensational and emotionally charged, but it is not entirely accurate. There were conflicting reports about the incident, and the news source might have jumped to conclusions without verifying the facts. It is important to fact-check information before sharing it with others to avoid spreading misinformation. We should be mindful of the impact of the information we consume and share on our thoughts and emotions.']",true
90,"Ottawa Police Service: There were ""numerous gunmen"" at the Canada War Memorial shooting. One person was shot. http://t.co/zNhxK6wBoy","[""true information: It's important to trust the Ottawa Police Service's account of the shooting at the War Memorial as they are the experts in this field. They have stated that there were numerous gunmen and one person was shot. The police wouldn't release this information if it wasn't true, as it could have serious consequences. It's important to stay informed and trust reliable sources during times of crisis.""]","['misinformation: Response 1: It\'s important to consider the credibility of the source before accepting any news as true. Can we trust the Ottawa Police Service to provide accurate information in the midst of a chaotic event? It\'s possible that their initial report was based on incomplete or incorrect information.\n\nResponse 2: The information provided is inconsistent and lacks detail. The report states there were ""numerous gunmen"" but only one person was shot. That doesn\'t add up. It\'s possible that the news is sensationalizing the story to attract more attention.\n\nResponse 3: It\'s not uncommon for news outlets to jump to conclusions or report on rumors during breaking news events. It\'s possible that the initial report was based on hearsay or speculation rather than solid evidence.\n\nResponse 4: In times of crisis, people tend to be more susceptible to misinformation and rumors. It\'s important to take a step back and critically evaluate the information before accepting it as true. We should wait for more concrete evidence before drawing any conclusions.']",false
91,"Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.","[""true information: It's important to trust the credibility of the source, in this case, the Ottawa Police. They've reported a third shooting at Rideau Centre, which is a serious matter. The psychological impact of a shooting can be traumatic, and we should take this news seriously. We should stay informed and cautious to ensure our safety.""]","[""misinformation: Response 1: I think we should double-check the credibility of the source before believing the news. We cannot just rely on one source and make assumptions based on that.\n\nResponse 2: I remember similar news of a shooting at the same location in the past, which turned out to be false. So, we should be cautious and wait for the official confirmation.\n\nResponse 3: We need to analyze the content of the news too. The report says there were no injuries, but how can there be a shooting without any injuries? It sounds like a contradiction, and we should be skeptical about it.\n\nResponse 4: It's possible that the news is just trying to create sensationalism and grab attention. We need to question the intention behind such news and not let it affect us emotionally.""]",false
92,Photos of alleged robbery involving Michael Brown in #Ferguson (via police) http://t.co/gr83XTGO1t http://t.co/7V34OtGYcn,"[""true information: The police have released photos of an alleged robbery involving Michael Brown in Ferguson. The photos have been verified by multiple news outlets, and the police have a duty to investigate crimes. Additionally, the timing of the release of the photos does not necessarily discredit their veracity. It's important to consider all the evidence before making a judgement.""]","[""misinformation: 1. The photos of the alleged robbery involving Michael Brown in Ferguson were released by the police, who are not impartial in this case. \n2. The timing of the release of these photos was also suspect, as it was right after Michael Brown's death. \n3. The photos do not provide any conclusive evidence that Michael Brown was involved in the robbery. \n4. Therefore, it is possible that the news is misinformation and it is important to question the credibility of the source and the motives behind releasing this information.""]",unverified
93,Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds http://t.co/nsprnSYTDT,"[""true information: I understand that it can be difficult to trust all news sources, but this information has been confirmed by the police, who are trained professionals and have firsthand knowledge of the situation. Additionally, the report provides specific details, such as the number of injured individuals and the source of the information. It is also important to consider the potential consequences of spreading false information during a crisis like this. Let's rely on credible sources and trust that this news is accurate.""]","[""misinformation: I understand that the news says the Sydney siege is over, but we can't trust everything we read. The source may not be credible, and there could be psychological factors at play. We should wait for more information before jumping to conclusions. Plus, the content of the news is vague and doesn't give us a clear picture of what really happened.""]",true
94,"Police have clarified that there were two shootings in Ottawa today, not three: at the War Memorial and Parliament Hill.","[""true information: It's understandable to feel overwhelmed with the news of two shootings in Ottawa today. However, it's important to consider the credibility of the police as a source of information. They have clarified that there were only two shootings, not three. It's crucial to trust the information provided by reliable sources, especially during a crisis.""]","[""misinformation: Response 1: I read the news that there were three shootings in Ottawa today, but the police have clarified that there were only two. It's important to trust credible sources when it comes to sensitive information like this, so we don't spread misinformation and create unnecessary panic.\n\nResponse 2: The news can be misleading sometimes, and it's up to us to fact-check and verify the information before we share it. In this case, the police are a reliable source, and they have confirmed that there were only two shootings.\n\nResponse 3: It's easy to get caught up in the drama and sensationalism of news reports, but we have to remember that the media has a responsibility to report accurate information. The police statement is the most credible source in this situation, and we should trust their account of what happened.\n\nResponse 4: Misinformation can be dangerous, especially when it comes to something as serious as a shooting. It's essential to approach news reports with a critical eye and double-check the facts before we believe or share them. In this case, the police have clarified the situation, and we should trust their version of events.""]",false
95,Police have surrounded this building where the suspected #CharlieHebdo attackers are holed-up http://t.co/B0TRvE2iYs http://t.co/becxNG0Kxi,"[""true information: The police have surrounded the building where the suspected #CharlieHebdo attackers are holed-up. I saw the news on a credible source's social media account, who is known for their accurate and timely updates. It makes sense that the police would take such measures to capture the attackers and prevent them from causing any further harm. It is a tense situation, and I feel anxious for the safety of everyone involved.""]","[""misinformation: This news is based on a tweet that was posted four years ago. The account that posted the tweet is not credible and has been suspended. It's important to verify information before sharing it because misinformation can cause panic and harm to innocent people. Let's wait for official updates from credible sources.""]",true
96,"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson","[""true information: Psychologically, it's important to consider the motive behind the police department releasing this information. They have a duty to be transparent and release all relevant information, regardless of how it may reflect on their own actions. Additionally, the content of the police report includes specific details and eyewitness accounts that suggest the robbery did in fact occur and that Mike Brown was involved. Finally, the credibility of the source is crucial in determining the truthfulness of this information - the police department is a legitimate and trustworthy source.""]","[""misinformation: Response 1: The source of this news has a history of spreading misinformation and propaganda. We should verify the accuracy of their claims before jumping to conclusions. \n\nResponse 2: Even if Mike Brown was a suspect in a robbery, it doesn't justify him being shot multiple times by a police officer. We need to focus on the excessive use of force by law enforcement rather than trying to justify their actions. \n\nResponse 3: The timing of this news release seems suspicious. It's possible that the police are trying to sway public opinion and distract from the real issue at hand - police brutality against black people. \n\nResponse 4: It's important to remember that the media often perpetuates stereotypes and biases about black people. We need to critically evaluate the information we receive and consider the historical context of systemic racism in our society.""]",unverified
97,"Police say shots fired at 3 #Ottawa sites -  National War Memorial, Parliament Hill, and now Rideau shopping centre http://t.co/rOnqpUbuqc","['true information: It is important to pay attention to credible sources when it comes to news. In this case, the source is the Ottawa Police, who have reported that shots were fired at three locations. The locations named are all well-known landmarks in Ottawa, adding to the credibility of the report. It is natural to feel emotions like shock and worry when hearing about such incidents, but we must also trust in the information provided to us by reliable sources.']","[""misinformation: I understand that the news is alarming, but let's take a step back and analyze the situation logically. Has the source of this information been verified? Is it possible that this information is being spread without proper confirmation? Let's wait for official statements from the authorities before jumping to conclusions and spreading misinformation that could cause unnecessary panic.""]",false
98,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H,"['true information: The news of police taking people out of the Paris grocery where hostages were being held is being reported by a reliable source. This source has a history of reporting accurate information in the past. Furthermore, the content of the news is consistent with what we would expect to see in a hostage situation. It is important to take this news seriously and remain informed as events unfold.']","[""misinformation: I understand why you might believe that news report, but we should be cautious about trusting just one source. Have you checked to see if other news outlets are reporting the same thing? Also, we should consider the credibility of the source. Is it a reputable news organization or a lesser-known one? Let's gather more information before jumping to conclusions.""]",true
99,"Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC","[""true information: Hey, did you hear about the Prince concert tonight at Massey Hall? The promoter just announced that he won't be playing tonight. I saw the news on the official website and social media pages of the venue and the promoter, so it's definitely credible. It's a bummer, but at least we won't waste our time going there tonight.""]","[""misinformation: I understand that the news article stated that Prince is not playing at Massey Hall tonight, but it is important to consider the credibility of the source. Can we confirm that the promoter who made the statement is a reliable source of information? Furthermore, have we looked into any conflicting reports or statements from Prince himself or his team? It's important to approach news with a critical eye and consider all available information before jumping to conclusions.""]",false
100,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air","[""true information: The fact that Ray Hadley is a veteran radio broadcaster with a long-standing reputation for accuracy and integrity lends credibility to his report. Additionally, the content of his report is consistent with what we know about the hostage situation, making it highly likely that his information is accurate. This news is also psychologically significant, as it provides valuable insight into the situation and could help authorities bring it to a peaceful resolution. It's important that we pay close attention to this news and take it seriously.""]","['misinformation: There are some factors to consider that might question the credibility of the source of this news. For example, Ray Hadley is a radio host, not a professional negotiator or a police officer. It is possible that his perception of the situation was influenced by his eagerness to broadcast breaking news. Additionally, if he was talking to the hostage, it is unlikely that the gunman would allow him to do so without some kind of motive behind it. Therefore, we should take this news with a grain of salt until more information is available from more reliable sources.']",true
101,"Remarkably, despite the military-style police presence in #Ferguson, a known killer was able to skip town http://t.co/lDGjp6Wt1j","[""true information: It's hard to deny the fact that the source of this news, ABC News, has a fairly good reputation for delivering accurate and reliable information. It's also worth noting that the news is being shared on Twitter, which is an open and public platform. Additionally, the news is not just a mere speculation or hearsay, but it's backed up with some evidence, such as the photo of the person in question. Lastly, the possibility of a killer being able to skip town under the watchful eyes of the police is something that can trigger fear and concern among the public.""]","['misinformation: I understand why the news may be concerning, but have you considered the source of the information? It\'s important to evaluate the credibility of the source before accepting any news as truth. Additionally, the statement uses emotional language such as ""military-style police presence"" to evoke fear and anger, which can cloud our judgment. Let\'s gather more information and evaluate it critically before jumping to conclusions.']",unverified
102,"Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists #Ferguson","[""true information: It's important to consider the psychological impact of militarized police pointing sniper rifles at journalists. It creates a sense of fear and intimidation, which can stifle free speech and lead to a lack of transparency. Additionally, the content of the news story provides specific examples of this happening in Ferguson, which adds to its credibility. This is not something that should be taken lightly, and it's important to hold those in power accountable for their actions.""]","[""misinformation: I understand the article may seem alarming, but we must question the credibility of the source. Can we trust the account of a single person on social media? Additionally, it's important to consider the psychological factors at play - fear and anger can cloud our judgment and lead to snap judgments. Let's wait for more information before jumping to conclusions.""]",unverified
103,Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 http://t.co/Mck8FYYOpp,"[""true information: It's a shame that we can't always trust those who are supposed to protect us. This report is from a credible source and provides specific details about the incident, including the year and location. It's logical to believe that if the police can beat up the wrong person and then charge them for it, it could happen to anyone. We should demand more accountability from those in positions of power.""]","[""misinformation: I understand that the news report is concerning and may elicit an emotional response, but we should consider the credibility of the source. Is the source reliable and unbiased? Additionally, we should evaluate the content of the report. Are there any other sources that confirm the information? It's important to approach news with a critical eye to ensure we are not misled by misinformation.""]",unverified
104,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,"['true information: The information on the #SydneySiege is reported by @channeltennews, a credible source of news. The reports indicate that the gunman wants an ISIL flag delivered to the cafe and is demanding to speak to the PM, or else people will be killed. This situation is incredibly concerning and it is important to acknowledge the potential danger and take necessary precautions. It is crucial to stay informed and follow updates from reliable sources to ensure the safety of everyone involved.']","[""misinformation: I understand that the news seems alarming, but we have to think critically about the source. Have they always been accurate in their reporting? It's possible that this information could be exaggerated or taken out of context to create fear. Let's wait for official updates before jumping to conclusions and spreading misinformation.""]",true
105,SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/9K3XXEiSFa http://t.co/cATxCjYXpy,"[""true information: It's understandable to feel skeptical about news these days, but in this case, the information comes from reputable sources such as CNN and the BBC. It's also important to pay attention to the psychological impact of the news - this incident caused fear and concern for the safety of those involved. The content of the news, with details of hostages being held and forced to display an ISIS flag, is alarming and something that should not be taken lightly. Overall, it's important to trust credible sources and take the information seriously.""]","['misinformation: 1. The news is not reliable because it is based on a tweet and a photo that can easily be doctored or taken out of context. \n2. The source of the news has no credibility since it is not a reputable news organization. \n3. The news is sensationalist and fear-mongering, which can create panic and anxiety among the audience. \n4. It is important to fact-check and verify news before sharing it to avoid spreading misinformation and causing unnecessary panic.']",false
106,Secret Service tells Infowars: Hillary seriously ill; needs special accommodations Tune in 4pm-6pm CST https://t.co/OQtch0Lewb #trump #tcot,"[""true information: The Secret Service is a government agency responsible for the safety of the President, Vice President, and their families. They have access to information and medical records that the public does not. Therefore, if they are saying that Hillary Clinton is seriously ill and needs special accommodations, we should take it seriously. Infowars may have a reputation for sensationalism, but they are citing a credible source in this case. It's important to consider all information, regardless of political bias, when it comes to the health of a presidential candidate.""]","[""misinformation: The source of this information, Infowars, has a history of spreading conspiracy theories and has been repeatedly debunked by credible news sources. Furthermore, the Secret Service would not disclose sensitive information about a candidate's health to a fringe news outlet. Finally, it is important to critically evaluate sources of information and not blindly accept sensationalist claims without evidence.""]",false
107,Secret Service tells Infowars: Hillary seriously ill; needs special accommodations Tune in 4pm-6pm CST https://t.co/OQtch0Lewb #trump #tcot,"[""true information: The Secret Service is a government agency responsible for the safety of the President, Vice President, and their families. They have access to information and medical records that the public does not. Therefore, if they are saying that Hillary Clinton is seriously ill and needs special accommodations, we should take it seriously. Infowars may have a reputation for sensationalism, but they are citing a credible source in this case. It's important to consider all information, regardless of political bias, when it comes to the health of a presidential candidate.""]","[""misinformation: The source of this information, Infowars, has a history of spreading conspiracy theories and has been repeatedly debunked by credible news sources. Furthermore, the Secret Service would not disclose sensitive information about a candidate's health to a fringe news outlet. Finally, it is important to critically evaluate sources of information and not blindly accept sensationalist claims without evidence.""]",false
108,Secret Service tells Infowars: Hillary seriously ill; needs special accommodations Tune in 4pm-6pm CST https://t.co/OQtch0Lewb #trump #tcot,"[""true information: The Secret Service is a well-respected organization whose main purpose is to protect high-profile individuals, so their statement holds weight. Infowars has a track record of breaking news stories before mainstream media outlets, proving their credibility. Additionally, Hillary's recent public appearances have raised questions about her health, making this news plausible. It's important to consider all these factors and not dismiss the news without proper investigation.""]","[""misinformation: It's important to consider the credibility of the source that is sharing this news. Infowars has a history of promoting conspiracy theories and spreading misinformation. Additionally, the Secret Service has not made any official statements about Hillary Clinton's health. Finally, it's important to question why this news is being shared - is it to manipulate public opinion or to create fear and uncertainty?""]",false
109,Secret Service tells Infowars: Hillary seriously ill; needs special accommodations Tune in 4pm-6pm CST https://t.co/OQtch0Lewb #trump #tcot,"[""true information: The Secret Service is a well-respected organization whose main purpose is to protect high-profile individuals, so their statement holds weight. Infowars has a track record of breaking news stories before mainstream media outlets, proving their credibility. Additionally, Hillary's recent public appearances have raised questions about her health, making this news plausible. It's important to consider all these factors and not dismiss the news without proper investigation.""]","[""misinformation: It's important to consider the credibility of the source that is sharing this news. Infowars has a history of promoting conspiracy theories and spreading misinformation. Additionally, the Secret Service has not made any official statements about Hillary Clinton's health. Finally, it's important to question why this news is being shared - is it to manipulate public opinion or to create fear and uncertainty?""]",false
110,Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog: http://t.co/q98AMohu7T,"[""true information: It's important to trust credible sources, especially during times of crisis. The senior U.S. official who reported that one shooter is dead in Ottawa is a credible source, as they have access to reliable information. Additionally, the news is being reported on a live blog, which is constantly being updated with new information. It's important to stay informed and trust the sources that provide us with accurate information.""]","[""misinformation: I understand that the news is concerning and we all want to know what's happening. However, we should be cautious about accepting information at face value, especially when it comes from anonymous sources. It's important to wait until there's more concrete evidence before drawing conclusions. Additionally, we should consider the credibility of the source and whether they have a track record of providing accurate information.""]",true
111,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl,"[""true information: This news has been reported by AFP, one of the world's most reputable news agencies. They have a history of providing accurate and reliable information. In addition, the photograph accompanying the article provides visual evidence that the event occurred. Finally, the fact that the news has been widely reported by other news sources lends further credibility to the story.""]","[""misinformation: I understand that the news article claims that several hostages were freed at a Jewish supermarket in Paris. However, it is important to consider the credibility of the source and whether the information has been verified. Additionally, the article lacks specific details about how the hostages were freed and by whom, which raises questions about the accuracy of the report. It's important to approach news with a critical eye and not immediately accept everything we read as fact.""]",true
112,"Shoot unarmed kid.
Conceal evidence.
Impose martial law.
Harass reporters.
Smear the victim.
Worst. Police. Ever.
#Ferguson #MikeBrown",['true information: The response could not be generated due to content filtering.'],['misinformation: The response could not be generated due to content filtering.'],unverified
113,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"[""true information: It's important to consider that this information is coming from a credible source, the Canadian government, which has a responsibility to inform citizens during a crisis. Additionally, the National Art Gallery is a significant landmark in Ottawa and a potential target for an attack, making it a logical location for snipers to be stationed. It's understandable to feel a range of emotions in response to this news, but ultimately, it's important to trust the information provided by reliable sources.""]","['misinformation: I have some doubts about the source of this news. Can you please tell me more about the source and the evidence they have to support this claim? It seems unlikely that snipers would be set up on the National Art Gallery without any official announcement or confirmation. Moreover, this claim can create panic and fear among people, which is not helpful in any way.']",unverified
114,Soldier killed in Canada shooting was a young reservist with a six-year-old son http://t.co/83PReIl9XV http://t.co/LVprXOCCF7,"['true information: This news article provides a detailed account of the tragic shooting incident in Canada, citing reliable sources and including relevant information. The article shares the personal story of a young reservist who lost his life, leaving behind a young son. It is important to acknowledge and honor the sacrifices made by our military personnel, and this news article does just that by providing accurate and informative coverage.']","[""misinformation: I read this article too, but I think we should be careful with news sources. Do you think this news is credible? The link posted leads to a shortened URL, how do we know where it really leads to? Also, the article doesn't give any sources for where they got the information that the soldier had a six-year-old son. We should look for a more reliable news source to confirm this information.""]",true
115,Sydney airspace wasn't closed. A second terror suspect wasn't arrested. Myths around #sydneysiege debunked. http://t.co/yTLKLUKnFd,"['true information: This news is based on factual evidence and has been verified by credible sources. The information is not just hearsay or speculation, but rather a product of thorough investigation and reporting. It is important to separate truth from rumors, especially in situations as sensitive as a terrorist attack. By relying on trustworthy sources, we can feel confident in the accuracy of the information presented.']","[""misinformation: It's understandable that we trust the news as a credible source, but it's important to question the information presented to us. In this case, it seems that the news about Sydney airspace not being closed and a second terror suspect not being arrested is misinformation. This misinformation can cause unnecessary fear and panic, which is detrimental to our mental health and well-being. It's essential to fact-check news before sharing it with others.""]",false
116,"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson","[""true information: It's hard to deny the facts, the police chief did release a statement linking Mike Brown to a robbery. This information was widely reported in the media and was a contributing factor to the unrest in Ferguson. It's important to acknowledge that this news may be difficult to accept, but it's crucial that we face the truth and hold those in power accountable for their actions.""]","['misinformation: It\'s important to consider the source of this news - do they have a history of biased reporting? Secondly, the use of the word ""slick"" implies a negative connotation, which could be influencing the way the information is being presented. Thirdly, we should focus on the facts of the situation rather than making assumptions or accusations based on limited information. Finally, it\'s important to approach this topic with empathy and understanding, as it is a sensitive and complex issue.']",unverified
117,"The #Ferguson police chief just basically confirmed #MikeBrown was gunned to death for the crime of walking in the street?

Horrific.","[""true information: It's important to consider the psychological factors at play here. People tend to believe information that aligns with their pre-existing beliefs and values. Additionally, the content of the news seems to be consistent with eyewitness accounts and other evidence. Finally, the credibility of the source should be taken into account - in this case, the police chief is a trusted authority figure in the community. All of these factors suggest that the news is likely true.""]","[""misinformation: While the news of #MikeBrown being gunned down is certainly unsettling, we need to be cautious about jumping to conclusions. We don't have all the facts yet, and it's possible that this tweet is spreading misinformation. It's important to wait for official statements and investigations before making assumptions. Additionally, we need to consider the credibility of the source - is this a reliable news outlet or just a random person on Twitter?""]",unverified
118,The Sydney cafe siege may be part of a larger plot. @Y7News #MartinPlaceSiege http://t.co/f2aTNEpjmh http://t.co/DE4IBxv73K,"[""true information: It's concerning to think that the Sydney cafe siege may be part of a larger plot. If this is true, it could mean that there are other potential threats out there that we don't know about. Plus, the source of the news, Y7News, is a credible news outlet that has a reputation for reporting accurate information. It's important that we stay informed and aware of any potential threats to our safety.""]","[""misinformation: I understand this news is concerning, but it's important to verify the source and the information before jumping to conclusions. It's possible that this news is being used to create fear and panic, which can be harmful to society. We should wait for more information from reliable sources before making any assumptions.""]",false
119,"The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gnAlHsS7tu http://t.co/vpqnDDVd2u","[""true information: The Daily Beast is a well-known and respected news outlet that reports on current events with accuracy and integrity. They have a track record of providing factual information and have won numerous awards for their journalism. The article in question includes quotes and evidence from eyewitnesses and police reports, making it a reliable source of information. It's important to trust credible sources and not dismiss information based on personal biases or opinions.""]","['misinformation: Well, when we read news, we expect that the facts and figures should be true and unbiased. However, in this case, the source of the news is thedailybeast, which has a reputation for sensationalizing news to get more clicks. Moreover, the tweet itself seems to be taking sides and creating an emotional response. So, we should take this news with a grain of salt and wait for more reliable sources to confirm the authenticity of the news.']",unverified
120,The gunman in Ottawa has been shot and killed. I'm at a loss for words this morning. That isn't my Canada.,"[""true information: I understand that it's hard to believe that such a tragedy could happen in our country, but unfortunately, it is the reality we're facing right now. The news has been verified and confirmed by multiple sources, so we can trust that it is true information. It's important that we come together as a community to support each other during this difficult time and work towards preventing future incidents.""]","[""misinformation: I understand the initial shock and sadness upon hearing the news. However, it's important to assess the credibility of the source and examine the facts presented. Can we confirm that the gunman was indeed killed or is this just speculation? It's crucial to gather more information and not jump to conclusions based on emotional reactions.""]",true
121,"The latest @CBCNews on #Ottawa shootings. Gunman killed inside Parliament, soldier shot at War Memorial. http://t.co/kngapKTSCe #cdnpoli","[""true information: The CBC is a reputable news source with a history of accurate reporting. Furthermore, multiple eyewitness accounts and video evidence confirm the events reported. It's understandable to feel shocked or upset by this news, but denying its validity would be illogical and counterproductive. We must trust the information presented to us and work towards finding solutions to prevent similar tragedies in the future.""]","[""misinformation: I understand how this news may cause fear and panic, but let's take a moment to critically analyze the information. Have we verified the source of this news? Is it coming from a credible source? Has the information been independently confirmed by other sources? Let's wait for more information before drawing any conclusions.""]",true
122,These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting #StandforCanada http://t.co/7KoW2xATKG,"['true information: The source of the news, CBC News, is widely known to be credible and trustworthy. Moreover, the news is based on a factual event that has occurred, which is the shooting near the Tomb of Unknown Soldier. This information is crucial for individuals to be aware of, as it affects the safety and security of the public. It is important to stay informed and vigilant in times like these.']","[""misinformation: I think we need to question the credibility of the source. Have they provided any evidence to support the claim that soldiers are back guarding the Tomb of the Unknown Soldier? It's possible that they are just trying to create a sense of fear or panic. Additionally, we should consider the psychological impact of spreading misinformation. It can cause unnecessary stress and anxiety for people who believe it to be true.""]",false
123,This afternoon we've lowered our flags to half mast in honour of the Canadian Reservist who lost his life in Ottawa. http://t.co/3oTF5sd2Lf,"['true information: This is a tragic event that has affected our entire nation. It would be insensitive and unethical to fake such news. The source of the information is reliable, and it has been reported by multiple news outlets. We have a responsibility to honour and respect the sacrifices made by our servicemen and women, and lowering the flags is a small but meaningful gesture of that respect.']","[""misinformation: I'm not sure if that news is accurate or not. Can you provide me with the source of this information? It's important to verify the credibility of the source before believing any news. Moreover, it's possible that the news might be outdated or taken out of context.""]",true
124,This is crazy! #CapeTown #capestorm #weatherforecast https://t.co/3bcKOKrCJB,"[""true information: Have you seen the news about the Cape Town storm? It's all over social media with videos and pictures from people experiencing it firsthand. Plus, the weather forecast shows a severe weather warning in effect. It's hard to deny the truth when there's so much evidence and credible sources reporting it. And the psychological impact of the storm on people's lives shows how real and impactful it is.""]","[""misinformation: I understand that the news may seem alarming, but before jumping to conclusions, let's consider the credibility of the source. Is this a reputable news outlet or an individual with a personal agenda? Additionally, have we checked other sources to verify the information? It's important to approach news with a critical eye and not let sensational headlines cloud our judgment.""]",false
125,This is crazy! #CapeTown #capestorm #weatherforecast https://t.co/3bcKOKrCJB,"[""true information: Have you seen the news about the Cape Town storm? It's all over social media with videos and pictures from people experiencing it firsthand. Plus, the weather forecast shows a severe weather warning in effect. It's hard to deny the truth when there's so much evidence and credible sources reporting it. And the psychological impact of the storm on people's lives shows how real and impactful it is.""]","[""misinformation: I understand that the news may seem alarming, but before jumping to conclusions, let's consider the credibility of the source. Is this a reputable news outlet or an individual with a personal agenda? Additionally, have we checked other sources to verify the information? It's important to approach news with a critical eye and not let sensational headlines cloud our judgment.""]",false
